type,exchange,symbol,timestamp,side,bids,asks,price,size
incremental,binance,BTC/USDT,1700000038300,bid,,,99980.87,0.7146
incremental,binance,BTC/USDT,1700000038400,ask,,,100007.86,4.3451
incremental,binance,BTC/USDT,1700000038500,bid,,,99995.19,0.6303
incremental,binance,BTC/USDT,1700000038600,bid,,,99989.99,4.2482
incremental,binance,BTC/USDT,1700000038700,ask,,,100011.88,0.0
incremental,binance,BTC/USDT,1700000038800,bid,,,99987.8,4.5654
incremental,binance,BTC/USDT,1700000038900,ask,,,100014.13,1.5741
incremental,binance,BTC/USDT,1700000039000,ask,,,100019.2,4.9937
incremental,binance,BTC/USDT,1700000039100,ask,,,100003.26,1.6881
incremental,binance,BTC/USDT,1700000039200,bid,,,99999.62,0.0
incremental,binance,BTC/USDT,1700000039300,bid,,,99999.67,0.0
incremental,binance,BTC/USDT,1700000039400,bid,,,99993.75,4.8729
incremental,binance,BTC/USDT,1700000039500,bid,,,99991.43,1.9944
incremental,binance,BTC/USDT,1700000039600,bid,,,99999.34,0.0
incremental,binance,BTC/USDT,1700000039700,bid,,,99979.91,4.1583
incremental,binance,BTC/USDT,1700000039800,ask,,,100008.52,4.442
incremental,binance,BTC/USDT,1700000039900,bid,,,99994.07,0.0
incremental,binance,BTC/USDT,1700000040000,bid,,,99999.12,0.0
incremental,binance,BTC/USDT,1700000040100,bid,,,99987.9,0.5938
incremental,binance,BTC/USDT,1700000040200,ask,,,100005.01,1.2801
incremental,binance,BTC/USDT,1700000040300,ask,,,100012.37,0.0
incremental,binance,BTC/USDT,1700000040400,bid,,,99998.88,0.0
incremental,binance,BTC/USDT,1700000040500,ask,,,100008.39,3.869
incremental,binance,BTC/USDT,1700000040600,bid,,,99994.99,3.1614
incremental,binance,BTC/USDT,1700000040700,bid,,,99998.62,0.0
incremental,binance,BTC/USDT,1700000040800,bid,,,99998.65,0.0
incremental,binance,BTC/USDT,1700000040900,bid,,,99988.4,1.7059
incremental,binance,BTC/USDT,1700000041000,bid,,,99998.47,0.0
incremental,binance,BTC/USDT,1700000041100,bid,,,99979.91,1.1489
incremental,binance,BTC/USDT,1700000041200,ask,,,100016.13,4.1506
incremental,binance,BTC/USDT,1700000041300,ask,,,100007.84,2.415
incremental,binance,BTC/USDT,1700000041400,ask,,,100006.59,4.4286
incremental,binance,BTC/USDT,1700000041500,bid,,,99990.84,3.8223
incremental,binance,BTC/USDT,1700000041600,bid,,,99982.59,3.1821
incremental,binance,BTC/USDT,1700000041700,bid,,,99998.26,0.0
incremental,binance,BTC/USDT,1700000041800,bid,,,99996.08,0.7227
incremental,binance,BTC/USDT,1700000041900,bid,,,99998.03,0.0
incremental,binance,BTC/USDT,1700000042000,bid,,,99998.08,0.0
incremental,binance,BTC/USDT,1700000042100,bid,,,99985.88,2.751
incremental,binance,BTC/USDT,1700000042200,bid,,,99997.95,0.0
incremental,binance,BTC/USDT,1700000042300,bid,,,99994.86,1.5054
incremental,binance,BTC/USDT,1700000042400,ask,,,100002.83,0.9569
incremental,binance,BTC/USDT,1700000042500,bid,,,99997.64,0.0
incremental,binance,BTC/USDT,1700000042600,bid,,,99982.17,3.2038
incremental,binance,BTC/USDT,1700000042700,ask,,,100003.26,0.0
incremental,binance,BTC/USDT,1700000042800,ask,,,100013.84,0.7638
incremental,binance,BTC/USDT,1700000042900,bid,,,99994.86,0.2677
incremental,binance,BTC/USDT,1700000043000,ask,,,100005.05,4.8594
incremental,binance,BTC/USDT,1700000043100,ask,,,100013.33,2.9252
incremental,binance,BTC/USDT,1700000043200,bid,,,99986.25,4.7757
incremental,binance,BTC/USDT,1700000043300,bid,,,99994.3,2.5748
incremental,binance,BTC/USDT,1700000043400,ask,,,100010.81,3.851
incremental,binance,BTC/USDT,1700000043500,ask,,,100006.04,3.191
incremental,binance,BTC/USDT,1700000043600,bid,,,99986.31,0.39
incremental,binance,BTC/USDT,1700000043700,bid,,,99982.34,4.8425
incremental,binance,BTC/USDT,1700000043800,ask,,,100015.07,0.5468
incremental,binance,BTC/USDT,1700000043900,bid,,,99997.32,0.0
incremental,binance,BTC/USDT,1700000044000,bid,,,99997.43,0.0
incremental,binance,BTC/USDT,1700000044100,bid,,,99997.49,0.0
incremental,binance,BTC/USDT,1700000044200,ask,,,100002.91,1.5449
incremental,binance,BTC/USDT,1700000044300,bid,,,99997.19,0.0
incremental,binance,BTC/USDT,1700000044400,bid,,,99985.88,1.2714
incremental,binance,BTC/USDT,1700000044500,ask,,,100003.74,3.3332
incremental,binance,BTC/USDT,1700000044600,ask,,,100008.88,2.8139
incremental,binance,BTC/USDT,1700000044700,bid,,,99997.05,0.0
incremental,binance,BTC/USDT,1700000044800,bid,,,99997.01,0.0
incremental,binance,BTC/USDT,1700000044900,ask,,,100019.44,0.0
incremental,binance,BTC/USDT,1700000045000,bid,,,99996.95,0.0
incremental,binance,BTC/USDT,1700000045100,bid,,,99989.56,3.4434
incremental,binance,BTC/USDT,1700000045200,bid,,,99985.27,4.033
incremental,binance,BTC/USDT,1700000045300,ask,,,100006.91,4.2099
incremental,binance,BTC/USDT,1700000045400,bid,,,99996.66,0.0
incremental,binance,BTC/USDT,1700000045500,bid,,,99978.87,3.0972
incremental,binance,BTC/USDT,1700000045600,bid,,,99989.79,4.8761
incremental,binance,BTC/USDT,1700000045700,ask,,,100014.29,4.0765
incremental,binance,BTC/USDT,1700000045800,bid,,,99986.9,2.6304
incremental,binance,BTC/USDT,1700000045900,bid,,,99996.58,0.0
incremental,binance,BTC/USDT,1700000046000,bid,,,99996.54,0.0
incremental,binance,BTC/USDT,1700000046100,ask,,,100016.48,1.7754
incremental,binance,BTC/USDT,1700000046200,bid,,,99996.46,0.0
incremental,binance,BTC/USDT,1700000046300,bid,,,99996.15,0.0
incremental,binance,BTC/USDT,1700000046400,bid,,,99996.12,0.0
incremental,binance,BTC/USDT,1700000046500,bid,,,99996.08,0.0
incremental,binance,BTC/USDT,1700000046600,bid,,,99982.17,0.0
incremental,binance,BTC/USDT,1700000046700,ask,,,100000.76,0.3652
incremental,binance,BTC/USDT,1700000046800,bid,,,99996.03,0.0
incremental,binance,BTC/USDT,1700000046900,bid,,,99985.92,0.0
incremental,binance,BTC/USDT,1700000047000,ask,,,100002.31,1.3742
incremental,binance,BTC/USDT,1700000047100,ask,,,100018.36,0.0
incremental,binance,BTC/USDT,1700000047200,ask,,,100012.33,2.9685
incremental,binance,BTC/USDT,1700000047300,bid,,,99995.4,0.0
incremental,binance,BTC/USDT,1700000047400,ask,,,100015.18,1.2512
incremental,binance,BTC/USDT,1700000047500,bid,,,99982.1,1.6603
incremental,binance,BTC/USDT,1700000047600,bid,,,99995.36,0.0
incremental,binance,BTC/USDT,1700000047700,bid,,,99995.19,0.0
incremental,binance,BTC/USDT,1700000047800,bid,,,99975.3,1.939
incremental,binance,BTC/USDT,1700000047900,bid,,,99983.02,2.321
incremental,binance,BTC/USDT,1700000048000,ask,,,100006.0,4.2853
incremental,binance,BTC/USDT,1700000048100,ask,,,100013.04,0.2481
incremental,binance,BTC/USDT,1700000048200,ask,,,100001.57,1.6875
incremental,binance,BTC/USDT,1700000048300,bid,,,99986.28,1.7644
incremental,binance,BTC/USDT,1700000048400,ask,,,100012.1,0.0
incremental,binance,BTC/USDT,1700000048500,ask,,,100005.4,4.8665
incremental,binance,BTC/USDT,1700000048600,ask,,,100016.45,1.9776
incremental,binance,BTC/USDT,1700000048700,ask,,,100009.19,3.3032
incremental,binance,BTC/USDT,1700000048800,bid,,,99982.67,1.4325
incremental,binance,BTC/USDT,1700000048900,bid,,,99986.18,0.6552
incremental,binance,BTC/USDT,1700000049000,bid,,,99987.3,3.1509
incremental,binance,BTC/USDT,1700000049100,ask,,,100023.79,0.0
incremental,binance,BTC/USDT,1700000049200,bid,,,99978.0,1.2208
incremental,binance,BTC/USDT,1700000049300,ask,,,100008.34,1.6269
incremental,binance,BTC/USDT,1700000049400,bid,,,99992.3,1.0562
incremental,binance,BTC/USDT,1700000049500,bid,,,99978.87,0.0
incremental,binance,BTC/USDT,1700000049600,ask,,,100011.05,1.7055
incremental,binance,BTC/USDT,1700000049700,ask,,,100016.9,4.5253
incremental,binance,BTC/USDT,1700000049800,bid,,,99992.47,1.7265
incremental,binance,BTC/USDT,1700000049900,ask,,,100001.6,4.0779
incremental,binance,BTC/USDT,1700000050000,ask,,,100016.18,0.0
incremental,binance,BTC/USDT,1700000050100,ask,,,100002.06,3.9413
incremental,binance,BTC/USDT,1700000050200,bid,,,99994.22,2.4225
incremental,binance,BTC/USDT,1700000050300,ask,,,100013.58,0.0
incremental,binance,BTC/USDT,1700000050400,ask,,,100011.87,4.7832
incremental,binance,BTC/USDT,1700000050500,ask,,,100004.67,0.9736
incremental,binance,BTC/USDT,1700000050600,bid,,,99985.53,4.8139
incremental,binance,BTC/USDT,1700000050700,ask,,,100014.27,0.0
incremental,binance,BTC/USDT,1700000050800,bid,,,99992.11,2.1234
incremental,binance,BTC/USDT,1700000050900,bid,,,99986.53,2.5745
incremental,binance,BTC/USDT,1700000051000,ask,,,100010.95,0.0
incremental,binance,BTC/USDT,1700000051100,ask,,,100012.02,2.197
incremental,binance,BTC/USDT,1700000051200,bid,,,99987.29,0.0
incremental,binance,BTC/USDT,1700000051300,ask,,,100008.9,0.0
incremental,binance,BTC/USDT,1700000051400,bid,,,99978.4,3.9267
incremental,binance,BTC/USDT,1700000051500,bid,,,99991.64,0.0
incremental,binance,BTC/USDT,1700000051600,ask,,,100005.33,1.2949
incremental,binance,BTC/USDT,1700000051700,ask,,,100009.0,0.9594
incremental,binance,BTC/USDT,1700000051800,bid,,,99990.85,0.0
incremental,binance,BTC/USDT,1700000051900,ask,,,100013.27,0.2813
incremental,binance,BTC/USDT,1700000052000,ask,,,100002.87,1.4228
incremental,binance,BTC/USDT,1700000052100,ask,,,100015.36,3.7626
incremental,binance,BTC/USDT,1700000052200,bid,,,99992.47,0.0
incremental,binance,BTC/USDT,1700000052300,ask,,,100012.09,4.8645
incremental,binance,BTC/USDT,1700000052400,ask,,,100010.78,2.9014
incremental,binance,BTC/USDT,1700000052500,ask,,,100012.83,1.7755
incremental,binance,BTC/USDT,1700000052600,bid,,,99978.55,2.4379
incremental,binance,BTC/USDT,1700000052700,bid,,,99978.77,3.1871
incremental,binance,BTC/USDT,1700000052800,bid,,,99994.28,2.1553
incremental,binance,BTC/USDT,1700000052900,ask,,,100014.96,3.7362
incremental,binance,BTC/USDT,1700000053000,ask,,,100007.33,3.6064
incremental,binance,BTC/USDT,1700000053100,bid,,,99995.29,4.5377
incremental,binance,BTC/USDT,1700000053200,ask,,,100012.7,0.0
incremental,binance,BTC/USDT,1700000053300,bid,,,99990.3,4.981
incremental,binance,BTC/USDT,1700000053400,bid,,,99991.24,2.525
incremental,binance,BTC/USDT,1700000053500,ask,,,100018.56,2.7844
incremental,binance,BTC/USDT,1700000053600,ask,,,100010.28,0.0
incremental,binance,BTC/USDT,1700000053700,ask,,,100005.66,2.5947
incremental,binance,BTC/USDT,1700000053800,ask,,,100011.9,3.8229
incremental,binance,BTC/USDT,1700000053900,bid,,,99992.39,0.0
incremental,binance,BTC/USDT,1700000054000,ask,,,100012.27,4.8856
incremental,binance,BTC/USDT,1700000054100,bid,,,99982.34,0.0
incremental,binance,BTC/USDT,1700000054200,bid,,,99982.07,0.0
incremental,binance,BTC/USDT,1700000054300,bid,,,99983.71,0.2821
incremental,binance,BTC/USDT,1700000054400,ask,,,100018.32,4.8277
incremental,binance,BTC/USDT,1700000054500,ask,,,100005.3,2.4936
incremental,binance,BTC/USDT,1700000054600,ask,,,100006.07,0.8768
incremental,binance,BTC/USDT,1700000054700,bid,,,99978.96,0.18
incremental,binance,BTC/USDT,1700000054800,bid,,,99985.51,0.6329
incremental,binance,BTC/USDT,1700000054900,bid,,,99990.14,2.6459
incremental,binance,BTC/USDT,1700000055000,ask,,,100011.61,3.7699
incremental,binance,BTC/USDT,1700000055100,bid,,,99989.13,2.3374
incremental,binance,BTC/USDT,1700000055200,ask,,,100011.37,1.727
incremental,binance,BTC/USDT,1700000055300,ask,,,100015.74,1.9286
incremental,binance,BTC/USDT,1700000055400,bid,,,99990.47,0.1177
incremental,binance,BTC/USDT,1700000055500,ask,,,100012.84,3.3624
incremental,binance,BTC/USDT,1700000055600,ask,,,100008.18,1.132
incremental,binance,BTC/USDT,1700000055700,ask,,,100004.73,2.6562
incremental,binance,BTC/USDT,1700000055800,bid,,,99982.34,1.6839
incremental,binance,BTC/USDT,1700000055900,ask,,,100012.88,0.0
incremental,binance,BTC/USDT,1700000056000,bid,,,99995.79,2.5778
incremental,binance,BTC/USDT,1700000056100,ask,,,100008.7,4.5789
incremental,binance,BTC/USDT,1700000056200,ask,,,100004.77,0.3031
incremental,binance,BTC/USDT,1700000056300,ask,,,100013.11,2.4851
incremental,binance,BTC/USDT,1700000056400,bid,,,99989.13,0.6152
incremental,binance,BTC/USDT,1700000056500,ask,,,100015.77,0.1676
incremental,binance,BTC/USDT,1700000056600,bid,,,99993.7,4.8407
incremental,binance,BTC/USDT,1700000056700,bid,,,99979.09,0.1488
incremental,binance,BTC/USDT,1700000056800,bid,,,99983.21,1.5283
incremental,binance,BTC/USDT,1700000056900,bid,,,99982.91,3.7079
incremental,binance,BTC/USDT,1700000057000,ask,,,100015.35,4.4038
incremental,binance,BTC/USDT,1700000057100,bid,,,99994.91,1.1481
incremental,binance,BTC/USDT,1700000057200,ask,,,100014.84,1.303
incremental,binance,BTC/USDT,1700000057300,bid,,,99992.75,0.921
incremental,binance,BTC/USDT,1700000057400,ask,,,100010.5,0.9754
incremental,binance,BTC/USDT,1700000057500,ask,,,100012.0,0.8875
incremental,binance,BTC/USDT,1700000057600,ask,,,100014.9,0.515
incremental,binance,BTC/USDT,1700000057700,bid,,,99982.22,0.0
incremental,binance,BTC/USDT,1700000057800,bid,,,99989.24,0.1459
incremental,binance,BTC/USDT,1700000057900,ask,,,100006.41,2.8623
incremental,binance,BTC/USDT,1700000058000,bid,,,99993.36,0.3025
incremental,binance,BTC/USDT,1700000058100,bid,,,99978.39,0.9399
incremental,binance,BTC/USDT,1700000058200,ask,,,100006.72,2.6808
incremental,binance,BTC/USDT,1700000058300,bid,,,99991.3,1.5381
incremental,binance,BTC/USDT,1700000058400,ask,,,100003.88,3.1194
incremental,binance,BTC/USDT,1700000058500,ask,,,100016.26,1.1124
incremental,binance,BTC/USDT,1700000058600,bid,,,99994.29,3.2797
incremental,binance,BTC/USDT,1700000058700,bid,,,99982.67,0.0
incremental,binance,BTC/USDT,1700000058800,ask,,,100021.84,0.0
incremental,binance,BTC/USDT,1700000058900,bid,,,99989.86,0.6953
incremental,binance,BTC/USDT,1700000059000,ask,,,100019.26,0.0
incremental,binance,BTC/USDT,1700000059100,ask,,,100015.89,1.0007
incremental,binance,BTC/USDT,1700000059200,bid,,,99979.96,1.7391
incremental,binance,BTC/USDT,1700000059300,ask,,,100009.94,2.0868
incremental,binance,BTC/USDT,1700000059400,bid,,,99990.84,0.0
incremental,binance,BTC/USDT,1700000059500,bid,,,99995.59,2.4208
incremental,binance,BTC/USDT,1700000059600,ask,,,100007.55,4.779
incremental,binance,BTC/USDT,1700000059700,ask,,,100017.79,3.2594
incremental,binance,BTC/USDT,1700000059800,ask,,,100015.89,0.0
incremental,binance,BTC/USDT,1700000059900,ask,,,100016.47,2.2837
incremental,binance,BTC/USDT,1700000060000,ask,,,100008.61,0.406
incremental,binance,BTC/USDT,1700000060100,bid,,,99993.38,1.195
incremental,binance,BTC/USDT,1700000060200,ask,,,100011.29,0.0
incremental,binance,BTC/USDT,1700000060300,ask,,,100002.46,2.6149
incremental,binance,BTC/USDT,1700000060400,ask,,,100005.92,3.698
incremental,binance,BTC/USDT,1700000060500,bid,,,99983.65,4.7023
incremental,binance,BTC/USDT,1700000060600,bid,,,99996.39,3.5488
incremental,binance,BTC/USDT,1700000060700,ask,,,100013.4,4.8739
incremental,binance,BTC/USDT,1700000060800,bid,,,99988.5,2.8405
incremental,binance,BTC/USDT,1700000060900,bid,,,99981.86,0.2442
incremental,binance,BTC/USDT,1700000061000,bid,,,99993.44,1.4186
incremental,binance,BTC/USDT,1700000061100,ask,,,100011.14,3.5065
incremental,binance,BTC/USDT,1700000061200,ask,,,100019.97,2.1232
incremental,binance,BTC/USDT,1700000061300,ask,,,100011.26,4.3783
incremental,binance,BTC/USDT,1700000061400,ask,,,100003.49,4.5108
incremental,binance,BTC/USDT,1700000061500,bid,,,99984.32,2.4101
incremental,binance,BTC/USDT,1700000061600,bid,,,99994.1,1.3653
incremental,binance,BTC/USDT,1700000061700,bid,,,99988.38,3.0913
incremental,binance,BTC/USDT,1700000061800,ask,,,100013.26,3.4302
incremental,binance,BTC/USDT,1700000061900,bid,,,99987.4,2.4846
incremental,binance,BTC/USDT,1700000062000,ask,,,100011.75,1.1796
incremental,binance,BTC/USDT,1700000062100,bid,,,99995.16,3.0107
incremental,binance,BTC/USDT,1700000062200,ask,,,100012.74,4.6986
incremental,binance,BTC/USDT,1700000062300,bid,,,99986.74,2.8014
incremental,binance,BTC/USDT,1700000062400,ask,,,100014.14,0.8995
incremental,binance,BTC/USDT,1700000062500,ask,,,100007.08,3.0029
incremental,binance,BTC/USDT,1700000062600,ask,,,100003.49,0.0
incremental,binance,BTC/USDT,1700000062700,bid,,,99990.95,4.5484
incremental,binance,BTC/USDT,1700000062800,ask,,,100002.46,0.0
incremental,binance,BTC/USDT,1700000062900,bid,,,99983.34,1.1891
incremental,binance,BTC/USDT,1700000063000,ask,,,100015.24,0.0
incremental,binance,BTC/USDT,1700000063100,ask,,,100010.59,4.6309
incremental,binance,BTC/USDT,1700000063200,ask,,,100009.81,2.735
incremental,binance,BTC/USDT,1700000063300,ask,,,100002.77,2.8407
incremental,binance,BTC/USDT,1700000063400,ask,,,100014.63,1.3686
incremental,binance,BTC/USDT,1700000063500,ask,,,100008.73,0.0
incremental,binance,BTC/USDT,1700000063600,ask,,,100001.26,4.265
incremental,binance,BTC/USDT,1700000063700,bid,,,99982.01,3.6703
incremental,binance,BTC/USDT,1700000063800,ask,,,100010.11,4.0543
incremental,binance,BTC/USDT,1700000063900,ask,,,100016.8,0.8905
incremental,binance,BTC/USDT,1700000064000,ask,,,100016.21,2.7625
incremental,binance,BTC/USDT,1700000064100,bid,,,99988.67,1.0219
incremental,binance,BTC/USDT,1700000064200,ask,,,100018.63,4.4768
incremental,binance,BTC/USDT,1700000064300,bid,,,99994.99,0.0
incremental,binance,BTC/USDT,1700000064400,ask,,,100018.5,4.0651
incremental,binance,BTC/USDT,1700000064500,ask,,,100010.87,4.8376
incremental,binance,BTC/USDT,1700000064600,ask,,,100020.09,1.6567
incremental,binance,BTC/USDT,1700000064700,bid,,,99994.22,0.0
incremental,binance,BTC/USDT,1700000064800,ask,,,100017.44,2.6644
incremental,binance,BTC/USDT,1700000064900,ask,,,100007.75,4.7897
incremental,binance,BTC/USDT,1700000065000,ask,,,100003.16,3.4432
incremental,binance,BTC/USDT,1700000065100,ask,,,100007.08,2.7507
incremental,binance,BTC/USDT,1700000065200,ask,,,100020.83,0.0
incremental,binance,BTC/USDT,1700000065300,ask,,,100004.52,2.8824
incremental,binance,BTC/USDT,1700000065400,ask,,,100009.17,0.2699
incremental,binance,BTC/USDT,1700000065500,bid,,,99984.24,1.9537
incremental,binance,BTC/USDT,1700000065600,ask,,,100011.13,4.3469
incremental,binance,BTC/USDT,1700000065700,bid,,,99987.14,2.1575
incremental,binance,BTC/USDT,1700000065800,ask,,,100000.76,0.0
incremental,binance,BTC/USDT,1700000065900,bid,,,99995.72,4.5707
incremental,binance,BTC/USDT,1700000066000,ask,,,100019.23,4.0575
incremental,binance,BTC/USDT,1700000066100,bid,,,99990.77,2.2889
incremental,binance,BTC/USDT,1700000066200,ask,,,100017.9,1.0561
incremental,binance,BTC/USDT,1700000066300,ask,,,100008.45,0.9563
incremental,binance,BTC/USDT,1700000066400,ask,,,100001.26,0.0
incremental,binance,BTC/USDT,1700000066500,bid,,,99989.28,3.9932
incremental,binance,BTC/USDT,1700000066600,ask,,,100001.57,0.0
incremental,binance,BTC/USDT,1700000066700,ask,,,100001.6,0.0
incremental,binance,BTC/USDT,1700000066800,ask,,,100018.59,1.8409
incremental,binance,BTC/USDT,1700000066900,ask,,,100014.4,3.6586
incremental,binance,BTC/USDT,1700000067000,ask,,,100004.38,1.237
incremental,binance,BTC/USDT,1700000067100,ask,,,100007.52,3.6553
incremental,binance,BTC/USDT,1700000067200,bid,,,99990.84,2.3042
incremental,binance,BTC/USDT,1700000067300,ask,,,100020.34,2.6504
incremental,binance,BTC/USDT,1700000067400,bid,,,99990.13,3.4741
incremental,binance,BTC/USDT,1700000067500,bid,,,99981.23,3.8648
incremental,binance,BTC/USDT,1700000067600,ask,,,100011.95,1.5515
incremental,binance,BTC/USDT,1700000067700,ask,,,100011.68,0.5365
incremental,binance,BTC/USDT,1700000067800,bid,,,99984.24,0.0
incremental,binance,BTC/USDT,1700000067900,ask,,,100009.19,0.2767
incremental,binance,BTC/USDT,1700000068000,ask,,,100006.34,2.6355
incremental,binance,BTC/USDT,1700000068100,ask,,,100013.48,4.3981
incremental,binance,BTC/USDT,1700000068200,bid,,,99994.12,1.4812
incremental,binance,BTC/USDT,1700000068300,ask,,,100008.22,4.2568
incremental,binance,BTC/USDT,1700000068400,ask,,,100015.38,4.125
incremental,binance,BTC/USDT,1700000068500,bid,,,99980.24,0.2275
incremental,binance,BTC/USDT,1700000068600,bid,,,99983.15,4.6422
incremental,binance,BTC/USDT,1700000068700,ask,,,100005.91,1.3161
incremental,binance,BTC/USDT,1700000068800,ask,,,100011.89,3.7957
incremental,binance,BTC/USDT,1700000068900,ask,,,100006.76,2.3375
incremental,binance,BTC/USDT,1700000069000,ask,,,100004.77,2.0864
incremental,binance,BTC/USDT,1700000069100,bid,,,99980.37,0.7445
incremental,binance,BTC/USDT,1700000069200,bid,,,99990.9,2.3672
incremental,binance,BTC/USDT,1700000069300,bid,,,99994.51,2.4992
incremental,binance,BTC/USDT,1700000069400,ask,,,100004.16,0.1193
incremental,binance,BTC/USDT,1700000069500,ask,,,100009.48,1.6208
incremental,binance,BTC/USDT,1700000069600,bid,,,99981.18,2.8215
incremental,binance,BTC/USDT,1700000069700,bid,,,99981.08,0.614
incremental,binance,BTC/USDT,1700000069800,bid,,,99985.74,1.9984
incremental,binance,BTC/USDT,1700000069900,ask,,,100002.29,2.2036
incremental,binance,BTC/USDT,1700000070000,bid,,,99992.18,4.9448
incremental,binance,BTC/USDT,1700000070100,bid,,,99988.8,4.2428
incremental,binance,BTC/USDT,1700000070200,bid,,,99994.03,1.6958
incremental,binance,BTC/USDT,1700000070300,ask,,,100008.63,0.0
incremental,binance,BTC/USDT,1700000070400,bid,,,99989.97,3.7687
incremental,binance,BTC/USDT,1700000070500,ask,,,100004.17,2.2803
incremental,binance,BTC/USDT,1700000070600,ask,,,100013.73,3.4714
incremental,binance,BTC/USDT,1700000070700,ask,,,100004.93,1.0487
incremental,binance,BTC/USDT,1700000070800,ask,,,100012.84,3.943
incremental,binance,BTC/USDT,1700000070900,ask,,,100011.53,3.5928
incremental,binance,BTC/USDT,1700000071000,ask,,,100015.25,3.4432
incremental,binance,BTC/USDT,1700000071100,bid,,,99994.52,0.3265
incremental,binance,BTC/USDT,1700000071200,ask,,,100006.29,1.6279
incremental,binance,BTC/USDT,1700000071300,bid,,,99993.5,3.0475
incremental,binance,BTC/USDT,1700000071400,bid,,,99979.94,0.7305
incremental,binance,BTC/USDT,1700000071500,ask,,,100008.63,2.7541
incremental,binance,BTC/USDT,1700000071600,bid,,,99982.56,0.2022
incremental,binance,BTC/USDT,1700000071700,ask,,,100019.55,1.3616
incremental,binance,BTC/USDT,1700000071800,bid,,,99990.37,3.4976
incremental,binance,BTC/USDT,1700000071900,ask,,,100008.41,0.1541
incremental,binance,BTC/USDT,1700000072000,bid,,,99984.57,3.56
incremental,binance,BTC/USDT,1700000072100,ask,,,100006.8,0.8772
incremental,binance,BTC/USDT,1700000072200,ask,,,100017.97,1.6452
incremental,binance,BTC/USDT,1700000072300,bid,,,99989.54,1.9752
incremental,binance,BTC/USDT,1700000072400,bid,,,99987.98,2.1156
incremental,binance,BTC/USDT,1700000072500,ask,,,100006.65,3.6509
incremental,binance,BTC/USDT,1700000072600,ask,,,100019.09,2.7182
incremental,binance,BTC/USDT,1700000072700,ask,,,100012.21,0.5071
incremental,binance,BTC/USDT,1700000072800,ask,,,100011.62,2.8092
incremental,binance,BTC/USDT,1700000072900,bid,,,99995.85,2.416
incremental,binance,BTC/USDT,1700000073000,bid,,,99993.93,2.7259
incremental,binance,BTC/USDT,1700000073100,bid,,,99995.79,0.0
incremental,binance,BTC/USDT,1700000073200,bid,,,99982.1,0.0
incremental,binance,BTC/USDT,1700000073300,bid,,,99990.84,0.0
incremental,binance,BTC/USDT,1700000073400,bid,,,99985.82,4.6255
incremental,binance,BTC/USDT,1700000073500,bid,,,99985.94,4.8996
incremental,binance,BTC/USDT,1700000073600,ask,,,100011.2,0.0
incremental,binance,BTC/USDT,1700000073700,ask,,,100016.06,2.9949
incremental,binance,BTC/USDT,1700000073800,bid,,,99997.02,4.7984
incremental,binance,BTC/USDT,1700000073900,ask,,,100005.53,3.676
incremental,binance,BTC/USDT,1700000074000,bid,,,99995.94,4.2423
incremental,binance,BTC/USDT,1700000074100,ask,,,100008.41,3.5311
incremental,binance,BTC/USDT,1700000074200,bid,,,99994.29,0.0
incremental,binance,BTC/USDT,1700000074300,ask,,,100004.5,0.267
incremental,binance,BTC/USDT,1700000074400,ask,,,100011.63,2.1952
incremental,binance,BTC/USDT,1700000074500,ask,,,100017.87,2.9091
incremental,binance,BTC/USDT,1700000074600,ask,,,100002.06,0.0
incremental,binance,BTC/USDT,1700000074700,ask,,,100011.66,1.2361
incremental,binance,BTC/USDT,1700000074800,ask,,,100002.31,0.0
incremental,binance,BTC/USDT,1700000074900,ask,,,100002.29,0.0
incremental,binance,BTC/USDT,1700000075000,bid,,,99984.52,1.8128
incremental,binance,BTC/USDT,1700000075100,ask,,,100002.83,0.0
incremental,binance,BTC/USDT,1700000075200,ask,,,100002.91,0.0
incremental,binance,BTC/USDT,1700000075300,ask,,,100002.87,0.0
incremental,binance,BTC/USDT,1700000075400,ask,,,100002.77,0.0
incremental,binance,BTC/USDT,1700000075500,ask,,,100012.28,0.0
incremental,binance,BTC/USDT,1700000075600,ask,,,100003.16,0.0
incremental,binance,BTC/USDT,1700000075700,ask,,,100007.73,3.4709
incremental,binance,BTC/USDT,1700000075800,bid,,,99990.37,4.6683
incremental,binance,BTC/USDT,1700000075900,ask,,,100020.92,0.812
incremental,binance,BTC/USDT,1700000076000,ask,,,100011.63,4.3967
incremental,binance,BTC/USDT,1700000076100,bid,,,99999.44,0.6618
incremental,binance,BTC/USDT,1700000076200,ask,,,100006.22,3.7086
incremental,binance,BTC/USDT,1700000076300,ask,,,100009.37,4.0949
incremental,binance,BTC/USDT,1700000076400,ask,,,100003.74,0.0
incremental,binance,BTC/USDT,1700000076500,ask,,,100017.24,1.2738
incremental,binance,BTC/USDT,1700000076600,bid,,,99986.15,0.0
incremental,binance,BTC/USDT,1700000076700,ask,,,100004.1,0.0
incremental,binance,BTC/USDT,1700000076800,ask,,,100004.0,0.0
incremental,binance,BTC/USDT,1700000076900,ask,,,100003.88,0.0
incremental,binance,BTC/USDT,1700000077000,ask,,,100004.16,0.0
incremental,binance,BTC/USDT,1700000077100,ask,,,100004.17,0.0
incremental,binance,BTC/USDT,1700000077200,bid,,,99993.97,1.6487
incremental,binance,BTC/USDT,1700000077300,bid,,,100000.85,0.1496
